,Height,Weight
4750,68.62103,143.016
4751,67.84607,126.8695
4752,68.54415999999999,138.9043
4753,66.54196999999999,121.5207
4754,70.09349,131.7383
4755,68.07186,120.9546
4756,69.12659000000001,138.612
4757,70.69431999999999,147.3622
4758,68.92726,130.0261
4759,67.10353,124.1674
4760,68.07727,143.489
4761,65.82037,123.8217
4762,68.89326,130.7247
4763,66.85902,123.2355
4764,69.44484,114.1544
4765,68.71047,153.0572
4766,69.65196,126.5914
4767,66.28558000000001,120.8002
4768,69.30112,129.099
4769,70.5502,145.7179
4770,67.09825,121.1429
4771,66.43672,119.0362
4772,68.01988,134.8026
4773,65.04188,132.806
4774,69.12071999999999,127.696
4775,66.70730999999999,131.1142
4776,71.77408,129.1887
4777,68.2889,114.3058
4778,64.9734,114.0111
4779,71.4599,141.1522
4780,65.03556,113.4672
4781,69.05564,136.4157
4782,70.76986,134.7036
4783,67.74608,129.3842
4784,65.393,97.8247
4785,68.01276,130.7321
4786,70.21576,146.9626
4787,69.68073000000001,139.0045
4788,67.54382,126.4992
4789,70.15526,138.6155
4790,68.40203000000001,123.6083
4791,65.77722,132.5113
4792,66.97553,125.2087
4793,69.02762,116.7207
4794,68.43486,140.1941
4795,68.55513,115.1087
4796,69.0732,129.88299999999998
4797,68.09033000000001,124.4072
4798,69.05185,127.8751
4799,66.95318,118.9592
4800,69.27087,136.2203
4801,64.46096,114.2431
4802,64.9549,111.1484
4803,66.87663,134.4741
4804,68.23273,125.8111
4805,69.044,137.9178
4806,69.87691,109.3782
4807,66.17919,115.505
4808,65.71651999999999,120.60700000000001
4809,65.66691,130.3822
4810,70.42201,130.8399
4811,68.53986,141.4287
4812,67.62274000000001,113.1045
4813,69.96110999999999,120.7486
4814,65.83646,111.1042
4815,68.88975,136.915
4816,66.11515,125.3766
4817,68.70642,132.7497
4818,65.79474,118.1206
4819,68.52388,129.7188
4820,70.82503,138.2801
4821,69.38767,127.8541
4822,64.99996999999999,106.3608
4823,67.55168,118.5889
4824,67.1831,117.5862
4825,68.17915,133.4329
4826,69.20783,120.0598
4827,69.94376,124.5943
4828,64.18266,118.6707
4829,68.05417,135.4153
4830,66.24238000000001,121.9611
4831,69.33374,133.7451
4832,67.55372,118.1307
4833,67.24855,128.5772
4834,66.37183,124.8378
4835,66.21681,135.8262
4836,68.48138,115.2564
4837,65.99503,146.0235
4838,68.20817,143.0554
4839,64.83886,120.4189
4840,69.47052,136.1018
4841,70.66530999999999,135.2724
4842,65.31799000000001,113.9184
4843,73.62592,144.2733
4844,65.64183,139.218
4845,66.1763,137.8042
4846,68.20944,123.0101
4847,67.33013000000001,126.06700000000001
4848,70.70642,148.5372
4849,69.27186999999999,110.7831
4850,66.49201,120.029
4851,63.738440000000004,122.7468
4852,68.73929,128.6261
4853,65.95611,120.8344
4854,68.2791,125.4675
4855,66.29813,127.7337
4856,67.26906,132.8131
4857,70.01685,141.7715
4858,66.99124,121.3387
4859,63.33461,116.4184
4860,66.48133,114.4604
4861,66.96424,126.3607
4862,67.76229000000001,129.6594
4863,68.64237,128.845
4864,70.16208,141.6777
4865,70.96379,140.0763
4866,69.50635,126.771
4867,63.756730000000005,104.9152
4868,67.97424000000001,152.1104
4869,66.1089,119.3998
4870,63.301140000000004,102.7788
4871,68.76435,104.4743
4872,67.68224000000001,122.9173
4873,71.11972,130.0384
4874,68.865,121.9668
4875,70.02623,131.5675
4876,65.6918,107.2827
4877,63.3557,117.6886
4878,66.86873,143.4791
4879,63.65356,102.6027
4880,65.50331,116.8988
4881,68.61979000000001,123.9844
4882,71.06865,136.2899
4883,67.90434,123.2082
4884,69.04428,144.3998
4885,68.23808000000001,145.3389
4886,67.60055,119.9359
4887,68.72349,131.6298
4888,69.72755,133.7225
4889,67.39229,146.2703
4890,67.19624,119.8227
4891,65.56913,107.9515
4892,65.93896,109.1714
4893,68.3392,134.1385
4894,66.37854,130.6212
4895,68.06195,116.0239
4896,72.14804000000001,134.4365
4897,66.3,134.8203
4898,70.52384,116.5449
4899,65.956,126.3619
4900,69.77937,127.6585
4901,68.01271,125.5257
4902,71.04626999999999,134.624
4903,70.30748,129.3855
4904,69.8685,127.9899
4905,68.55351,119.5254
4906,68.04279,111.4427
4907,68.32377,143.6406
4908,68.43992,124.9
4909,69.70106,125.39
4910,69.86274,126.7733
4911,65.28588,120.2017
4912,68.23316,120.3497
4913,67.56772,130.5236
4914,67.92319,137.9222
4915,65.9763,118.559
4916,66.72703,126.2936
4917,67.16036,135.8841
4918,67.7804,122.1423
4919,64.55365,106.3292
4920,67.47804000000001,131.5261
4921,67.29005,122.7303
4922,66.84522,114.8025
4923,63.837430000000005,120.2347
4924,64.04876,122.1794
4925,69.05705,145.6834
4926,66.07726,117.709
4927,69.83849000000001,131.9638
4928,70.33978,128.3473
4929,67.88517,132.8351
4930,66.30635,120.4227
4931,70.70419,127.4847
4932,64.63844,111.2536
4933,67.37468,118.4249
4934,67.32338,132.2462
4935,68.79557,137.0621
4936,69.49826999999999,130.716
4937,69.18297,133.2681
4938,68.05335,120.2172
4939,65.60027,124.9529
4940,69.84728,135.0017
4941,71.20265,155.3163
4942,66.1002,114.3986
4943,68.91566999999999,143.1158
4944,65.88189,111.2503
4945,67.45521,121.8782
4946,67.21505,122.1602
4947,65.97609,124.7486
4948,67.96746,130.7902
4949,66.85925999999999,128.0209
4950,67.62991,120.2907
4951,67.1994,125.7923
4952,65.68970999999999,131.2235
4953,68.65173,131.3886
4954,68.37333000000001,126.8527
4955,66.48906,112.4772
4956,66.03608,126.3124
4957,67.01056,118.5625
4958,67.52148000000001,141.82399999999998
4959,68.94504,135.164
4960,65.95215999999999,138.0343
4961,68.70893000000001,111.9057
4962,64.0908,109.4352
4963,66.00548,106.1651
4964,70.50014,138.7377
4965,69.06617,138.8835
4966,67.20849,131.6754
4967,68.71365,133.501
4968,70.4988,123.6003
4969,70.09293000000001,120.5015
4970,67.10959,127.9008
4971,67.94613000000001,108.2182
4972,69.9019,132.8392
4973,68.45258000000001,112.1406
4974,69.5192,131.5346
4975,65.52153,124.897
4976,67.62906,115.9246
4977,69.24378,138.2668
4978,68.39542,131.5288
4979,64.77157,110.1024
4980,70.23436,137.102
4981,65.18061999999999,109.788
4982,66.20453,112.9286
4983,70.60819000000001,148.2754
4984,65.64079,119.3393
4985,69.72804000000001,141.9129
4986,67.49767,139.6238
4987,69.18779,119.7962
4988,66.83553,115.7201
4989,67.17618,121.334
4990,68.75179,159.3608
4991,66.51066,133.2151
4992,67.34769,141.3034
4993,71.80086999999999,129.83100000000002
4994,67.69782,120.7103
4995,69.0048,141.5982
4996,69.06523,125.8677
4997,65.88747,112.3178
4998,65.84895,118.9697
4999,67.18311,112.7574
5000,63.79598000000001,111.7201
5001,67.47173000000001,110.5494
5002,67.15867,103.8433
5003,70.38311,159.9758
5004,66.68444000000001,130.2472
5005,66.66715,123.7624
5006,66.82297,125.29700000000001
5007,66.6039,122.711
5008,70.88882,160.0364
5009,70.28146,131.6777
5010,68.61527,124.199
5011,68.94252,122.5949
5012,70.00816999999999,143.77700000000002
5013,63.92219,106.1497
5014,68.18982,135.6658
5015,66.93297,112.8116
5016,67.12819,118.7819
5017,67.29436,119.1211
5018,70.49073,121.0715
5019,66.8532,113.7029
5020,68.51902,116.3811
5021,68.68968000000001,128.0095
5022,67.64081999999999,116.0115
5023,68.69251,133.2729
5024,67.6248,127.7888
5025,68.8846,123.8782
5026,69.76061,139.5499
5027,67.56118000000001,126.6252
5028,69.78513000000001,141.3982
5029,70.21611999999999,151.0506
5030,66.27644000000001,126.0282
5031,67.40845999999999,148.4483
5032,68.20931999999999,129.2407
5033,65.79974,132.286
5034,64.49618000000001,106.4894
5035,65.69093000000001,125.0984
5036,68.48055,130.2433
5037,66.17896999999999,123.5842
5038,63.552730000000004,101.2994
5039,67.68025,118.3701
5040,65.4426,109.8414
5041,67.53819,131.1827
5042,67.20388,125.2316
5043,65.10901,131.8946
5044,67.71775,116.0773
5045,66.27965,98.28455
5046,71.03656,127.6602
5047,69.39922,134.0168
5048,67.60067,123.7417
5049,69.41439,125.4915
5050,67.06841999999999,135.2419
5051,68.06961,122.0361
5052,63.88211,117.4632
5053,65.9194,120.1212
5054,70.23642,124.4872
5055,63.846759999999996,116.31299999999999
5056,68.9074,121.8405
5057,64.0135,126.9209
5058,67.36541,111.5266
5059,69.06481,132.1843
5060,67.06090999999999,131.9966
5061,68.71498000000001,118.7562
5062,70.10334,138.9367
5063,70.90589,132.6605
5064,66.77943,117.0903
5065,69.55338,121.8668
5066,68.45538,128.6212
5067,68.10538000000001,130.0686
5068,64.46289,109.0084
5069,67.78582,110.3563
5070,65.82491,126.3494
5071,66.22711,130.879
5072,65.4258,130.8643
5073,69.33268000000001,123.4765
5074,65.30644000000001,111.1681
5075,70.66767,151.1334
5076,67.86539,127.2278
5077,65.68213,114.755
5078,66.27532,131.1304
5079,64.15129,117.3512
5080,68.93691,126.7825
5081,66.77623,130.4524
5082,68.66098000000001,110.209
5083,66.03851,120.0319
5084,71.34562,131.9006
5085,66.26106999999999,118.9925
5086,70.96703000000001,136.5441
5087,65.92505,114.2363
5088,66.47783000000001,119.0131
5089,68.65041,144.86
5090,68.22052,130.8069
5091,69.53697,144.8661
5092,71.31389,130.7968
5093,68.65623000000001,138.8268
5094,63.90685,130.0556
5095,69.54723,124.23100000000001
5096,63.835359999999994,119.8695
5097,69.43228,110.2776
5098,68.8923,127.6997
5099,65.97989,142.5486
5100,73.25816,157.0989
5101,65.69314,138.5876
5102,69.95721,128.1607
5103,69.93565,130.3446
5104,67.55601,119.1028
5105,67.47638,115.6698
5106,69.05674,128.3985
5107,68.54496999999999,136.1737
5108,70.44462,116.6906
5109,67.11655999999999,131.4909
5110,67.60673,115.494
5111,67.76796999999999,116.0487
5112,64.22799,116.596
5113,67.64933,138.6958
5114,66.94828000000001,126.0413
5115,68.83697,145.686
5116,69.03860999999999,128.7906
5117,67.88535999999999,142.1595
5118,69.15298,138.9115
5119,65.76655,122.0769
5120,66.41848,119.0393
5121,69.98635999999999,136.7085
5122,69.33663,124.8379
5123,68.14856,129.218
5124,69.61055999999999,124.5365
5125,70.24424,132.7187
5126,64.66037,110.1455
5127,67.14089,132.4193
5128,66.55536,120.6308
5129,67.02821,134.6226
5130,66.61015,131.3866
5131,67.87365,134.9717
5132,68.48489000000001,121.162
5133,71.46727,146.1977
5134,67.52509,130.7501
5135,69.14416,123.9601
5136,66.34347,105.9251
5137,68.8517,147.2738
5138,66.59398,128.4305
5139,68.79420999999999,116.2545
5140,65.60404,128.8795
5141,69.60759,124.4609
5142,71.79002,131.1114
5143,65.39644,133.017
5144,68.186,123.0559
5145,70.64194,128.8506
5146,69.27806,146.6325
5147,65.41192,125.2607
5148,69.74131,135.9477
5149,69.68791,149.0918
5150,67.61616,129.9896
5151,65.33279,115.5896
5152,68.09827,122.5938
5153,67.78589000000001,130.5478
5154,66.37325,110.4683
5155,70.70383000000001,147.9488
5156,67.77535999999999,135.435
5157,70.16781,132.2276
5158,65.08294000000001,124.8522
5159,68.09864,139.5397
5160,69.72378,127.9841
5161,66.10587,129.5105
5162,68.81614,128.4016
5163,66.34879000000001,136.5927
5164,68.85181,131.0471
5165,67.88949000000001,135.8495
5166,67.3565,124.7415
5167,67.87392,123.9916
5168,67.82355,120.0348
5169,68.93013,119.6138
5170,66.72655,104.4695
5171,69.96413000000001,141.4657
5172,70.92472,133.859
5173,68.15966,130.2032
5174,65.71158,120.7602
5175,66.88241,116.1838
5176,67.87445,129.3543
5177,69.77941,140.2507
5178,65.39579,114.7891
5179,70.51058,117.7705
5180,66.56644,121.7629
5181,68.74163,146.386
5182,68.50865,142.5118
5183,67.86683000000001,136.53799999999998
5184,65.68959,108.1989
5185,68.1756,126.6541
5186,67.27204,128.769
5187,65.3007,130.2829
5188,68.37952,126.2574
5189,70.39798,119.4655
5190,65.3603,112.0012
5191,68.8706,129.9499
5192,66.21021999999999,116.36200000000001
5193,68.94788,142.8095
5194,68.04951,123.9961
5195,66.09906,118.4749
5196,65.89673,138.4134
5197,67.19993000000001,111.4001
5198,69.40899,105.0894
5199,69.07486999999999,129.1519
5200,67.65384,120.3397
5201,68.48956,120.7475
5202,68.34723000000001,124.124
5203,69.67407,140.3264
5204,65.19464,119.1674
5205,69.81691,139.3101
5206,64.26605,115.7719
5207,68.77984000000001,128.1583
5208,64.94194,119.9868
5209,69.40853,136.2726
5210,66.60982,120.7165
5211,68.74031,143.4148
5212,72.8443,146.7131
5213,65.56742,114.1088
5214,67.30672,119.2437
5215,67.87438,129.1951
5216,67.37272,110.0987
5217,68.52976,132.8156
5218,67.2006,120.7292
5219,71.32600000000001,133.6295
5220,66.99797,113.5302
5221,70.15071,144.6167
5222,67.56198,111.4511
5223,67.84631999999999,131.1354
5224,67.99597,124.7397
5225,71.45949,136.4103
5226,65.98938000000001,133.9456
5227,70.30094,148.0703
5228,69.63548,118.8671
5229,68.12716,130.0225
5230,67.19533,117.8517
5231,69.96297,131.029
5232,70.75433000000001,139.7372
5233,64.90026999999999,99.29265
5234,67.53863,122.6701
5235,66.93918000000001,112.5864
5236,66.74599,114.6931
5237,67.53267,124.3523
5238,67.03579,113.4992
5239,66.19745,119.4549
5240,66.16514000000001,116.2537
5241,70.4784,141.2563
5242,66.71437,112.926
5243,67.52916,120.8297
5244,70.87923,144.9908
5245,70.87713000000001,120.3404
5246,62.52373000000001,101.0402
5247,67.78636,136.2587
5248,67.1394,121.6793
5249,67.39241,124.8535
5250,65.87821,127.8471
5251,66.55073,137.5442
5252,65.77153,103.9089
5253,67.98557,141.2212
5254,66.84340999999999,115.4613
5255,69.21199,128.5016
5256,66.35945,122.8733
5257,69.23369,130.3051
5258,68.82616,133.9048
5259,69.36336,139.0361
5260,70.20959,134.7929
5261,68.15011,136.8965
5262,68.06755,112.9757
5263,66.61783,113.0753
5264,66.84021,131.2762
5265,70.60805,145.9398
5266,70.98349,143.2473
5267,68.09578,136.2662
5268,68.63828000000001,134.4078
5269,69.50947,135.2759
5270,67.27908000000001,118.9625
5271,67.62248000000001,106.5357
5272,65.98498000000001,124.1788
5273,70.60025,143.1552
5274,65.18921,118.4354
5275,66.32422,120.6698
5276,67.62091,136.1237
5277,69.19726999999999,113.7928
5278,66.1129,124.6016
5279,68.12418000000001,133.7479
5280,69.48945,143.7332
5281,67.16699,122.6097
5282,66.45846,127.9224
5283,68.57463,119.9155
5284,70.02842,158.2521
5285,65.46377,101.8393
5286,66.48352,125.5619
5287,65.78846999999999,112.7934
5288,69.14324,113.9947
5289,66.10191999999999,120.5016
5290,68.5156,110.4182
5291,64.2164,129.756
5292,69.15358,129.065
5293,66.83910999999999,126.2087
5294,64.05745999999999,109.79799999999999
5295,67.80360999999999,134.8236
5296,67.78005999999999,146.6249
5297,66.0792,121.5591
5298,67.54866,119.1681
5299,67.18499,111.7433
5300,66.36282,123.4684
5301,66.21209,120.9058
5302,69.61635,123.0992
5303,66.83693000000001,123.2452
5304,71.80311,132.7094
5305,67.0625,126.7332
5306,72.96339,135.2564
5307,70.34828,151.3674
5308,70.09653,150.9294
5309,69.20104,140.2394
5310,70.35624,132.7655
5311,69.78453,144.8798
5312,71.39936999999999,129.2934
5313,67.0059,116.8217
5314,66.79299,124.906
5315,67.86676,125.3757
5316,67.25419000000001,103.8437
5317,68.56236,122.4352
5318,66.43275,136.132
5319,68.91150999999999,125.792
5320,67.50477,126.8799
5321,69.08511,145.0689
5322,68.7803,148.623
5323,66.66053000000001,135.6636
5324,68.66601999999999,114.7145
5325,68.47595,114.8512
5326,67.53608,128.0852
5327,66.23142,121.6196
5328,69.17541999999999,124.7148
5329,67.34508000000001,120.9551
5330,67.77776,117.0167
5331,66.91716,115.5379
5332,68.65138,130.497
5333,66.97762,136.012
5334,69.11726999999999,140.2511
5335,65.2278,132.8841
5336,66.3529,126.9573
5337,67.90441,122.0685
5338,67.14182,107.8829
5339,69.26935999999999,139.1728
5340,67.55353000000001,123.1504
5341,69.1191,127.1047
5342,66.5787,130.5048
5343,68.34421999999999,126.8956
5344,70.87732,142.4991
5345,66.25515,109.9755
5346,70.20374,142.2116
5347,65.37244,119.6729
5348,69.21393,139.5979
5349,66.65743,125.0117
5350,70.90598,144.8867
5351,67.63273000000001,116.9137
5352,67.44579,133.6929
5353,69.61543,149.4255
5354,70.72785999999999,134.2975
5355,67.81233,134.3642
5356,68.88371,130.2664
5357,67.59685,128.0565
5358,66.18908,129.8912
5359,67.0619,122.516
5360,71.40566,142.8255
5361,69.94381,144.2052
5362,68.12088,129.3957
5363,70.07833000000001,132.5733
5364,69.21921,138.4788
5365,65.07625,120.4977
5366,66.64317,86.98200000000001
5367,69.09678000000001,136.2561
5368,67.29796999999999,128.014
5369,70.07961999999999,138.1994
5370,68.17719,128.9954
5371,70.62613,147.3147
5372,72.75675,155.6063
5373,65.50945,114.2107
5374,69.80503,118.0632
5375,68.48037,122.2135
5376,69.39191,132.1548
5377,69.89743,132.8384
5378,71.03366,120.7296
5379,64.18042,105.3415
5380,67.25981,115.6019
5381,69.88668,133.1821
5382,68.77416,143.2226
5383,70.75119000000001,132.8196
5384,69.77175,140.4321
5385,66.47653000000001,135.1056
5386,68.16365,127.6326
5387,66.4353,134.5752
5388,70.13481999999999,122.9368
5389,71.70658,136.632
5390,66.92527,123.4431
5391,67.12563,123.5752
5392,69.16564,125.887
5393,68.8406,125.7733
5394,70.75604,166.2812
5395,71.42444,131.7763
5396,69.45553000000001,134.4084
5397,67.59746,131.5971
5398,69.20976999999999,129.3553
5399,68.55325,132.7205
5400,68.57876999999999,120.9452
5401,66.26275,100.455
5402,65.96056,113.3895
5403,69.5447,134.9309
5404,69.03723000000001,121.8168
5405,70.25581,149.6514
5406,65.24262,118.8877
5407,66.61174,123.9036
5408,65.44915999999999,129.4155
5409,68.46313,115.2733
5410,70.08288,130.4398
5411,68.28223,134.7568
5412,67.00556,125.5138
5413,66.02293,109.5969
5414,69.16478000000001,135.6481
5415,67.21576999999999,131.9731
5416,69.00086,135.9877
5417,70.75525,135.7754
5418,69.25232,127.8223
5419,67.57183,119.3432
5420,67.67452,132.6705
5421,67.40515,124.2707
5422,64.86031,100.9173
5423,69.39033,112.2069
5424,65.9698,129.9153
5425,67.55171,123.0908
5426,68.46426,116.49799999999999
5427,66.23821,104.1053
5428,70.6257,119.2626
5429,66.61423,116.9318
5430,70.66932,148.9742
5431,67.57132,119.5476
5432,69.45353,117.3488
5433,66.26159,125.5437
5434,68.73293000000001,124.2368
5435,68.82534,133.8431
5436,70.13099,131.2805
5437,71.82375,146.9215
5438,65.90074,103.4218
5439,63.727,120.0775
5440,66.99543,121.7611
5441,67.3499,132.3056
5442,67.16004000000001,112.2736
5443,70.5283,128.9156
5444,68.45206,121.7201
5445,66.09346,105.8554
5446,64.7808,125.8367
5447,68.29845,132.8929
5448,66.31173000000001,125.5959
5449,64.36944,122.6652
5450,69.23895,132.3741
5451,70.56453,122.723
5452,63.44115,93.29146
5453,67.49847,113.1057
5454,69.85576999999999,118.0316
5455,69.07982,130.5538
5456,69.56211,137.4123
5457,68.17484,142.9581
5458,70.23971999999999,137.4064
5459,70.6554,143.3564
5460,66.4574,122.5937
5461,64.31855,119.3805
5462,65.49750999999999,110.3743
5463,69.47428000000001,139.4867
5464,67.88158,125.4501
5465,69.53913,124.3466
5466,63.83987,92.65767
5467,69.07601,123.9516
5468,69.47709,126.9161
5469,67.08504,121.9957
5470,70.95488,139.7854
5471,68.64084,123.2444
5472,65.86462,113.0349
5473,67.72662,119.5902
5474,65.32212,102.5086
5475,69.00392,128.9232
5476,69.63523,132.2697
5477,66.71665,128.5803
5478,69.5893,127.2246
5479,68.66986999999999,120.1516
5480,67.85418,113.5575
5481,68.78851999999999,120.1342
5482,68.2002,134.9707
5483,63.0824,109.7702
5484,67.2833,122.8477
5485,71.21834,131.494
5486,71.01583000000001,138.9013
5487,69.88229,143.1039
5488,67.19375,121.1828
5489,68.76347,130.2964
5490,66.83010999999999,120.5375
5491,70.56089,132.0461
5492,69.67899,140.8938
5493,66.96319,122.3291
5494,68.67573,115.6268
5495,66.39372,121.1097
5496,69.81996,125.3109
5497,68.00995,124.8272
5498,66.95031999999999,118.4744
5499,70.96239,144.0736
5500,66.27024,126.7344
5501,68.21726,115.0624
5502,66.56206,112.4637
5503,69.03964,137.6269
5504,68.68271,131.7407
5505,68.91258,115.3276
5506,68.02805,123.1233
5507,68.64452,111.4743
5508,67.98404000000001,120.7929
5509,65.72168,123.0248
5510,68.50899,125.2258
5511,68.74484,118.5521
5512,65.70055,121.1912
5513,68.13231,126.9522
5514,69.1712,102.8732
5515,70.67886,122.3412
5516,68.837,118.7874
5517,69.60495999999999,130.4536
5518,67.41523000000001,126.8208
5519,71.4,154.97
5520,69.57502,130.0883
5521,69.04149,116.7796
5522,68.5837,143.8448
5523,66.89024,126.5347
5524,67.12473,111.1866
5525,67.83542,111.946
5526,70.46759,138.7422
5527,67.7864,142.7435
5528,69.58276,143.2414
5529,67.16684000000001,125.1273
5530,67.13790999999999,108.6479
5531,68.79915,132.8302
5532,67.64203,127.7226
5533,64.70508000000001,111.3172
5534,68.08348000000001,133.8261
5535,67.56671,124.2366
5536,64.28754,102.4825
5537,64.85395,111.9585
5538,73.24733,138.1346
5539,64.89301999999999,114.3071
5540,67.43271999999999,133.0682
5541,65.7765,118.0115
5542,70.7064,145.9957
5543,67.52445,125.9386
5544,67.01528,116.8078
5545,68.16565,113.8239
5546,67.99779000000001,149.3131
5547,68.52996,110.5189
5548,67.53327,120.1058
5549,67.30046999999999,123.1704
5550,67.63847,134.5804
5551,68.52046999999999,138.8459
5552,68.03264,127.8527
5553,67.28721999999999,118.5444
5554,68.42926999999999,127.9474
5555,69.7329,125.5398
5556,69.72725,127.1998
5557,69.73079,152.3984
5558,69.97946999999999,137.3347
5559,68.9122,119.5773
5560,66.70355,122.2617
5561,68.64652,136.3536
5562,67.56584000000001,136.2134
5563,67.35146,123.6386
5564,66.98205,107.619
5565,65.44633,135.5837
5566,68.81325,129.6697
5567,67.16659,107.8736
5568,70.28813000000001,150.9046
5569,66.62449000000001,139.4685
5570,64.39542,115.1983
5571,67.23695,112.4262
5572,69.67397,156.7309
5573,68.43681,127.8894
5574,68.00999,131.2092
5575,70.8081,135.2499
5576,70.50871,122.7718
5577,70.00808,117.6198
5578,66.06796999999999,101.461
5579,67.87768,116.3499
5580,69.36261,126.9441
5581,69.29301,139.7644
5582,67.3539,133.1416
5583,66.1525,110.9469
5584,67.47153,115.3734
5585,68.56555999999999,121.8413
5586,72.40236999999999,157.4235
5587,67.28205,128.5724
5588,65.7493,122.6496
5589,65.90868,132.421
5590,67.32651,133.7645
5591,67.04616999999999,112.1093
5592,67.21086,122.6801
5593,66.49245,109.2367
5594,69.2678,122.5007
5595,70.07489,149.6391
5596,69.74977,141.1522
5597,66.75225999999999,139.719
5598,65.50834,114.5278
5599,73.13490999999999,127.8612
5600,65.37071999999999,125.7601
5601,72.07311,142.2552
5602,67.65701999999999,120.8003
5603,71.13971,149.4626
5604,69.56951,138.5706
5605,68.47465,116.2406
5606,68.65104000000001,135.3612
5607,69.29567,146.4768
5608,65.94966,131.8327
5609,67.88775,137.3897
5610,66.01091,107.5225
5611,64.69530999999999,124.1449
5612,68.76234000000001,111.5343
5613,70.14278,129.6087
5614,65.29026999999999,126.53399999999999
5615,67.02973,130.5432
5616,72.18645,153.9204
5617,68.32435,130.9603
5618,65.37779,114.4
5619,70.98789000000001,126.8208
5620,69.32981,125.881
5621,68.08516999999999,125.3363
5622,67.72864,117.6713
5623,69.41996,126.18299999999999
5624,65.86211,112.0669
5625,69.96526,151.6467
5626,67.91088,124.1618
5627,68.78786,130.6754
5628,65.74585,119.2501
5629,72.368,132.7354
5630,68.18715999999999,129.4416
5631,69.84822,130.4897
5632,68.77683,132.0897
5633,69.84154000000001,117.5002
5634,68.21258,108.6233
5635,66.95108,127.1378
5636,66.85975,122.3951
5637,66.15618,118.9815
5638,67.45204,125.2554
5639,67.60013000000001,121.8996
5640,66.75233,120.7738
5641,60.8634,106.1939
5642,66.19796,107.8874
5643,65.67775999999999,122.0686
5644,68.99828000000001,117.3948
5645,68.02826999999999,140.866
5646,70.31743,149.3078
5647,64.89375,125.5845
5648,65.54201,131.28
5649,68.67926999999999,120.8432
5650,66.50307,123.0181
5651,67.06639,143.1561
5652,68.34809,122.9334
5653,67.7237,118.4002
5654,71.2729,133.799
5655,66.02325,115.9951
5656,67.64412,117.6164
5657,70.5122,133.0952
5658,65.81299,111.2517
5659,67.72994,134.9223
5660,70.37065,142.7071
5661,67.12868,128.8292
5662,67.7056,126.9298
5663,67.17205,115.2964
5664,68.10555,136.4014
5665,70.02968,139.6796
5666,67.74365,132.6488
5667,64.0239,131.5816
5668,65.72062,109.6616
5669,72.30502,138.1492
5670,68.49538000000001,132.5811
5671,68.88875,126.3917
5672,66.99923000000001,133.9106
5673,68.12136,137.1759
5674,69.35409,135.8339
5675,65.94423,130.5612
5676,69.1535,134.0018
5677,68.9858,133.0763
5678,66.5432,109.9605
5679,67.00921,132.5041
5680,71.09758000000001,126.9142
5681,68.07213,124.4069
5682,69.49665999999999,146.5182
5683,70.21781999999999,140.9199
5684,67.58856999999999,133.1095
5685,67.57075,138.0985
5686,69.42517,137.6923
5687,68.28537,136.6422
5688,69.72848,149.467
5689,69.92365,138.0429
5690,68.79953,113.512
5691,69.09201999999999,130.8401
5692,68.82166,125.85799999999999
5693,68.79217,113.7784
5694,68.20921,118.9215
5695,64.85301,114.4354
5696,68.43265,123.9837
5697,68.41712,135.6646
5698,68.48985,97.85054000000001
5699,67.77927,130.3916
5700,66.72234,138.3614
5701,66.17694,125.4018
5702,68.07653,118.6076
5703,68.39248,109.8622
5704,66.36527,120.0788
5705,62.87732,86.669
5706,68.7832,142.6252
5707,70.32779000000001,135.5365
5708,65.23714,130.1058
5709,70.09673000000001,141.5957
5710,72.58203,125.2756
5711,68.95451,131.6178
5712,70.08286,129.0769
5713,66.60565,108.4805
5714,70.12380999999999,139.1288
5715,68.9783,145.3523
5716,65.41373,125.9004
5717,70.84046,126.4751
5718,65.25995999999999,119.209
5719,67.59199,123.0037
5720,69.34865,129.4727
5721,69.39296,141.9344
5722,63.75403000000001,108.9765
5723,67.96208,118.2419
5724,70.15448,141.4635
5725,70.04724,136.5986
5726,66.06389,105.223
5727,71.07996999999999,127.8639
5728,66.6113,134.33100000000002
5729,66.86237,140.5931
5730,70.25969,127.8158
5731,65.89945,110.9553
5732,68.29227,112.17
5733,64.95871,117.7368
5734,67.1086,133.5058
5735,67.39014,119.9727
5736,64.25871,115.9128
5737,69.27316,131.0059
5738,67.87387,121.2352
5739,65.53554,121.5301
5740,71.08776,130.4852
5741,67.36554,127.38600000000001
5742,65.41184,115.7506
5743,68.03291999999999,127.3987
5744,66.72355999999999,134.9064
5745,68.02466,131.4015
5746,67.36662,117.1467
5747,68.93518,116.5689
5748,68.578,127.307
5749,64.74186999999999,115.184
5750,66.2743,114.0988
5751,69.71458,131.5924
5752,68.54427,137.3566
5753,71.35055,135.1059
5754,67.21472,137.3314
5755,65.09449000000001,113.229
5756,67.50111,111.4446
5757,70.80356,138.282
5758,66.74779000000001,126.8547
5759,67.30525,135.6227
5760,69.16712,128.8532
5761,69.35292,139.9225
5762,64.91373,101.2648
5763,67.68616999999999,132.6457
5764,69.23168000000001,133.9763
5765,67.53083000000001,138.6939
5766,73.47519,156.5556
5767,68.0664,128.1673
5768,65.82069,125.26100000000001
5769,69.01169,132.9188
5770,69.72285,134.5923
5771,70.52946999999999,114.1222
5772,67.2635,114.8907
5773,69.0027,132.8863
5774,67.91407,133.1336
5775,66.94962,137.487
5776,68.04101,118.2847
